"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature"
0.627,0.86,2,-3.821,0,0.032,0.133,0,0.0738,0.744,140.012,audio_features,4bMaIFPStrJbhbucJB3eEe,spotify:track:4bMaIFPStrJbhbucJB3eEe,https://api.spotify.com/v1/tracks/4bMaIFPStrJbhbucJB3eEe,https://api.spotify.com/v1/audio-analysis/4bMaIFPStrJbhbucJB3eEe,340404,4
0.709,0.831,2,-4.103,0,0.0265,0.0758,0,0.334,0.808,134.952,audio_features,2IlVOjmP9fB9ZhCoBspvBn,spotify:track:2IlVOjmP9fB9ZhCoBspvBn,https://api.spotify.com/v1/tracks/2IlVOjmP9fB9ZhCoBspvBn,https://api.spotify.com/v1/audio-analysis/2IlVOjmP9fB9ZhCoBspvBn,280765,4
0.605,0.781,2,-4.418,1,0.0262,0.169,0,0.0854,0.536,139.923,audio_features,46GnC6HOHuuOzcrxDzKZgg,spotify:track:46GnC6HOHuuOzcrxDzKZgg,https://api.spotify.com/v1/tracks/46GnC6HOHuuOzcrxDzKZgg,https://api.spotify.com/v1/audio-analysis/46GnC6HOHuuOzcrxDzKZgg,321281,4
0.532,0.814,9,-4.406,0,0.0291,0.0491,0.0000109,0.274,0.496,154.891,audio_features,75mc7vTLKier9RT3sgJUGv,spotify:track:75mc7vTLKier9RT3sgJUGv,https://api.spotify.com/v1/tracks/75mc7vTLKier9RT3sgJUGv,https://api.spotify.com/v1/audio-analysis/75mc7vTLKier9RT3sgJUGv,298399,4
0.661,0.799,9,-4.072,1,0.0274,0.0914,0,0.325,0.601,139.992,audio_features,69LQdsn8vzVDeZlBvOkWMU,spotify:track:69LQdsn8vzVDeZlBvOkWMU,https://api.spotify.com/v1/tracks/69LQdsn8vzVDeZlBvOkWMU,https://api.spotify.com/v1/audio-analysis/69LQdsn8vzVDeZlBvOkWMU,296584,4
0.651,0.79,7,-4.395,0,0.0252,0.0958,0,0.113,0.677,136.01,audio_features,1Hqn7CRWVmTu6bQxXnMdN0,spotify:track:1Hqn7CRWVmTu6bQxXnMdN0,https://api.spotify.com/v1/tracks/1Hqn7CRWVmTu6bQxXnMdN0,https://api.spotify.com/v1/audio-analysis/1Hqn7CRWVmTu6bQxXnMdN0,343838,4
0.481,0.832,11,-4.032,0,0.0358,0.117,0,0.0568,0.837,180.194,audio_features,4UgWm7LpZgrqJgTl7dPUo3,spotify:track:4UgWm7LpZgrqJgTl7dPUo3,https://api.spotify.com/v1/tracks/4UgWm7LpZgrqJgTl7dPUo3,https://api.spotify.com/v1/audio-analysis/4UgWm7LpZgrqJgTl7dPUo3,304115,4
0.637,0.84,7,-3.365,1,0.0281,0.328,0.00000467,0.105,0.4,140.048,audio_features,7rsqjRTOd0H8HXdPZN68Bw,spotify:track:7rsqjRTOd0H8HXdPZN68Bw,https://api.spotify.com/v1/tracks/7rsqjRTOd0H8HXdPZN68Bw,https://api.spotify.com/v1/audio-analysis/7rsqjRTOd0H8HXdPZN68Bw,335511,4
0.595,0.824,11,-3.539,1,0.0266,0.0739,0,0.189,0.488,139.993,audio_features,0ps8vPmMGkfwCFnNYvFrwg,spotify:track:0ps8vPmMGkfwCFnNYvFrwg,https://api.spotify.com/v1/tracks/0ps8vPmMGkfwCFnNYvFrwg,https://api.spotify.com/v1/audio-analysis/0ps8vPmMGkfwCFnNYvFrwg,327429,4
0.425,0.831,1,-3.349,0,0.032,0.0489,0,0.668,0.486,180.191,audio_features,0z44bObiWJJ0NVtCURjYRg,spotify:track:0z44bObiWJJ0NVtCURjYRg,https://api.spotify.com/v1/tracks/0z44bObiWJJ0NVtCURjYRg,https://api.spotify.com/v1/audio-analysis/0z44bObiWJJ0NVtCURjYRg,310666,4
0.63,0.752,2,-4.13,1,0.0293,0.236,0.0000012,0.108,0.484,140.008,audio_features,2ZC78XpJxrKM7tbjsJlP7G,spotify:track:2ZC78XpJxrKM7tbjsJlP7G,https://api.spotify.com/v1/tracks/2ZC78XpJxrKM7tbjsJlP7G,https://api.spotify.com/v1/audio-analysis/2ZC78XpJxrKM7tbjsJlP7G,262707,4
0.739,0.873,2,-3.47,1,0.0316,0.112,0,0.0688,0.705,94.987,audio_features,1lvrMmFi5TMOftvJvQ9AIC,spotify:track:1lvrMmFi5TMOftvJvQ9AIC,https://api.spotify.com/v1/tracks/1lvrMmFi5TMOftvJvQ9AIC,https://api.spotify.com/v1/audio-analysis/1lvrMmFi5TMOftvJvQ9AIC,292625,4
0.657,0.788,6,-3.798,1,0.0264,0.189,0,0.137,0.744,135.008,audio_features,1FPk35xEZhAzCrv39Mn1V8,spotify:track:1FPk35xEZhAzCrv39Mn1V8,https://api.spotify.com/v1/tracks/1FPk35xEZhAzCrv39Mn1V8,https://api.spotify.com/v1/audio-analysis/1FPk35xEZhAzCrv39Mn1V8,309688,4
0.636,0.678,11,-5.954,0,0.0267,0.59,0.00369,0.119,0.534,145.026,audio_features,4j72GdEpFY8ZsX3SfLFKoI,spotify:track:4j72GdEpFY8ZsX3SfLFKoI,https://api.spotify.com/v1/tracks/4j72GdEpFY8ZsX3SfLFKoI,https://api.spotify.com/v1/audio-analysis/4j72GdEpFY8ZsX3SfLFKoI,292966,4
0.88,0.739,0,-4.903,1,0.0488,0.343,0,0.0571,0.962,147.039,audio_features,3tKEmGUNVOz1WDfrqWQYuI,spotify:track:3tKEmGUNVOz1WDfrqWQYuI,https://api.spotify.com/v1/tracks/3tKEmGUNVOz1WDfrqWQYuI,https://api.spotify.com/v1/audio-analysis/3tKEmGUNVOz1WDfrqWQYuI,243265,4
0.497,0.682,4,-6.427,0,0.0301,0.471,0.0000205,0.102,0.155,140.038,audio_features,7mnhtnxoe3gCcRx7hGahx3,spotify:track:7mnhtnxoe3gCcRx7hGahx3,https://api.spotify.com/v1/tracks/7mnhtnxoe3gCcRx7hGahx3,https://api.spotify.com/v1/audio-analysis/7mnhtnxoe3gCcRx7hGahx3,260571,4
0.639,0.771,2,-3.543,1,0.0335,0.631,0,0.0726,0.587,140.11,audio_features,2u3AcWJXE1GcorCpvb99c0,spotify:track:2u3AcWJXE1GcorCpvb99c0,https://api.spotify.com/v1/tracks/2u3AcWJXE1GcorCpvb99c0,https://api.spotify.com/v1/audio-analysis/2u3AcWJXE1GcorCpvb99c0,296571,4
0.648,0.823,2,-3.091,0,0.026,0.51,0,0.0992,0.689,97.526,audio_features,41igzRI7rCph1rlPCpQZyq,spotify:track:41igzRI7rCph1rlPCpQZyq,https://api.spotify.com/v1/tracks/41igzRI7rCph1rlPCpQZyq,https://api.spotify.com/v1/audio-analysis/41igzRI7rCph1rlPCpQZyq,317538,4
