"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","artist","track_name"
0.594,0.81,2,-3.697,1,0.0278,0.474,0,0.331,0.691,140.005,audio_features,4oZbtoWP6rEjRtPphrfZcQ,spotify:track:4oZbtoWP6rEjRtPphrfZcQ,https://api.spotify.com/v1/tracks/4oZbtoWP6rEjRtPphrfZcQ,https://api.spotify.com/v1/audio-analysis/4oZbtoWP6rEjRtPphrfZcQ,298281,4,yuni-ayunda,Sayang Lahir Batin
0.406,0.771,11,-3.602,0,0.0644,0.094,0,0.616,0.573,157.79,audio_features,7sTiRawR0dyVpIt2eoaxTr,spotify:track:7sTiRawR0dyVpIt2eoaxTr,https://api.spotify.com/v1/tracks/7sTiRawR0dyVpIt2eoaxTr,https://api.spotify.com/v1/audio-analysis/7sTiRawR0dyVpIt2eoaxTr,220796,4,yuni-ayunda,Cari Berkah
0.632,0.83,7,-3.94,0,0.0277,0.0843,0.0000126,0.718,0.736,100.021,audio_features,3HBcUcxDQhz10mIHh7R8P1,spotify:track:3HBcUcxDQhz10mIHh7R8P1,https://api.spotify.com/v1/tracks/3HBcUcxDQhz10mIHh7R8P1,https://api.spotify.com/v1/audio-analysis/3HBcUcxDQhz10mIHh7R8P1,291248,4,yuni-ayunda,Cari Jodoh
0.584,0.806,5,-4.253,1,0.0288,0.153,0,0.566,0.626,150.958,audio_features,5Cpc0BdZAqIUpc096zs5xU,spotify:track:5Cpc0BdZAqIUpc096zs5xU,https://api.spotify.com/v1/tracks/5Cpc0BdZAqIUpc096zs5xU,https://api.spotify.com/v1/audio-analysis/5Cpc0BdZAqIUpc096zs5xU,252822,4,yuni-ayunda,Doaku Untukmu Sayang
0.571,0.614,9,-4.548,1,0.0268,0.282,0,0.335,0.463,150.053,audio_features,1kJjXMlyC9gxGGMOOEiXS1,spotify:track:1kJjXMlyC9gxGGMOOEiXS1,https://api.spotify.com/v1/tracks/1kJjXMlyC9gxGGMOOEiXS1,https://api.spotify.com/v1/audio-analysis/1kJjXMlyC9gxGGMOOEiXS1,278167,4,yuni-ayunda,Baik Baik Sayang
0.749,0.632,9,-3.051,0,0.0366,0.101,0,0.087,0.669,140.007,audio_features,77fBdpby57VhryAtH9V9nx,spotify:track:77fBdpby57VhryAtH9V9nx,https://api.spotify.com/v1/tracks/77fBdpby57VhryAtH9V9nx,https://api.spotify.com/v1/audio-analysis/77fBdpby57VhryAtH9V9nx,214627,4,yuni-ayunda,Abatasa
0.648,0.823,0,-3.763,1,0.0287,0.263,0.00000787,0.0547,0.964,149.978,audio_features,3jaipo8eoSJK8z1tRVovR5,spotify:track:3jaipo8eoSJK8z1tRVovR5,https://api.spotify.com/v1/tracks/3jaipo8eoSJK8z1tRVovR5,https://api.spotify.com/v1/audio-analysis/3jaipo8eoSJK8z1tRVovR5,255545,4,yuni-ayunda,Jodi - Jomblo Ditinggal Mati
0.633,0.821,7,-2.878,0,0.0252,0.0361,0,0.159,0.762,139.971,audio_features,4CYB87RPCt5Yz7S1nNrDCe,spotify:track:4CYB87RPCt5Yz7S1nNrDCe,https://api.spotify.com/v1/tracks/4CYB87RPCt5Yz7S1nNrDCe,https://api.spotify.com/v1/audio-analysis/4CYB87RPCt5Yz7S1nNrDCe,255701,4,yuni-ayunda,Yank
0.681,0.772,10,-4.15,1,0.0269,0.13,0.000021,0.216,0.777,140.028,audio_features,2indqneZPcwPaDmd7os0fb,spotify:track:2indqneZPcwPaDmd7os0fb,https://api.spotify.com/v1/tracks/2indqneZPcwPaDmd7os0fb,https://api.spotify.com/v1/audio-analysis/2indqneZPcwPaDmd7os0fb,283501,4,yuni-ayunda,Yang Penting Halal
0.609,0.87,7,-2.836,0,0.0302,0.317,0.00000121,0.377,0.863,97.483,audio_features,78RdKjoNIyUgJwKKh2DNyp,spotify:track:78RdKjoNIyUgJwKKh2DNyp,https://api.spotify.com/v1/tracks/78RdKjoNIyUgJwKKh2DNyp,https://api.spotify.com/v1/audio-analysis/78RdKjoNIyUgJwKKh2DNyp,277122,4,yuni-ayunda,Setia Jujur Dan Taqwa
0.688,0.711,5,-4.449,1,0.0299,0.616,0.0000566,0.0834,0.623,150.054,audio_features,5rqC7AGBju1BgKlU4bLpwi,spotify:track:5rqC7AGBju1BgKlU4bLpwi,https://api.spotify.com/v1/tracks/5rqC7AGBju1BgKlU4bLpwi,https://api.spotify.com/v1/audio-analysis/5rqC7AGBju1BgKlU4bLpwi,251200,4,yuni-ayunda,Untuk Mencintaimu
0.643,0.648,9,-5.707,1,0.0347,0.154,0.0000033,0.087,0.809,160.038,audio_features,7DBlDp176Q3R0K0vorCB3Z,spotify:track:7DBlDp176Q3R0K0vorCB3Z,https://api.spotify.com/v1/tracks/7DBlDp176Q3R0K0vorCB3Z,https://api.spotify.com/v1/audio-analysis/7DBlDp176Q3R0K0vorCB3Z,223500,4,yuni-ayunda,Menemukanmu
0.678,0.686,11,-5.592,1,0.03,0.192,0.0000132,0.361,0.806,159.977,audio_features,56pOiNCCnhjNltToiY7liN,spotify:track:56pOiNCCnhjNltToiY7liN,https://api.spotify.com/v1/tracks/56pOiNCCnhjNltToiY7liN,https://api.spotify.com/v1/audio-analysis/56pOiNCCnhjNltToiY7liN,277500,4,yuni-ayunda,Slalu Mengalah
0.62,0.743,7,-5.179,1,0.0317,0.106,0.0343,0.0878,0.829,169.971,audio_features,79OuDytKFa6m0zPAmsyHUf,spotify:track:79OuDytKFa6m0zPAmsyHUf,https://api.spotify.com/v1/tracks/79OuDytKFa6m0zPAmsyHUf,https://api.spotify.com/v1/audio-analysis/79OuDytKFa6m0zPAmsyHUf,253734,4,yuni-ayunda,Saat Kau Temukan Aku
0.667,0.741,10,-5.035,1,0.0257,0.262,0.00000199,0.244,0.666,145.016,audio_features,6AQit0Ngpv1cBZxqblyHup,spotify:track:6AQit0Ngpv1cBZxqblyHup,https://api.spotify.com/v1/tracks/6AQit0Ngpv1cBZxqblyHup,https://api.spotify.com/v1/audio-analysis/6AQit0Ngpv1cBZxqblyHup,244966,4,yuni-ayunda,Sumpah Ku Mencintaimu
0.65,0.819,0,-4.78,1,0.0301,0.0299,0.00129,0.0739,0.712,150.043,audio_features,7x2bliMhIHY46e2fzOckJQ,spotify:track:7x2bliMhIHY46e2fzOckJQ,https://api.spotify.com/v1/tracks/7x2bliMhIHY46e2fzOckJQ,https://api.spotify.com/v1/audio-analysis/7x2bliMhIHY46e2fzOckJQ,220800,4,yuni-ayunda,Tetap Bertahan
0.717,0.762,2,-5.111,1,0.0283,0.0368,0.000363,0.182,0.759,140.004,audio_features,5P0gJOhPzjbOS8Gs1nUI1O,spotify:track:5P0gJOhPzjbOS8Gs1nUI1O,https://api.spotify.com/v1/tracks/5P0gJOhPzjbOS8Gs1nUI1O,https://api.spotify.com/v1/audio-analysis/5P0gJOhPzjbOS8Gs1nUI1O,251154,4,yuni-ayunda,Semua Untukmu
0.634,0.792,8,-4.169,1,0.0317,0.14,0.00000272,0.144,0.745,153.033,audio_features,4Nf6NR9cAx2g4vZZ6tdtrM,spotify:track:4Nf6NR9cAx2g4vZZ6tdtrM,https://api.spotify.com/v1/tracks/4Nf6NR9cAx2g4vZZ6tdtrM,https://api.spotify.com/v1/audio-analysis/4Nf6NR9cAx2g4vZZ6tdtrM,257255,4,yuni-ayunda,Lelaki Hebat
0.575,0.713,2,-4.708,1,0.0267,0.191,0,0.145,0.712,159.944,audio_features,4n2S88v1APio5LZKnOjc0B,spotify:track:4n2S88v1APio5LZKnOjc0B,https://api.spotify.com/v1/tracks/4n2S88v1APio5LZKnOjc0B,https://api.spotify.com/v1/audio-analysis/4n2S88v1APio5LZKnOjc0B,282000,4,yuni-ayunda,Jalan Terbaik
0.629,0.696,2,-5.718,1,0.0269,0.369,0.0000377,0.102,0.622,144.994,audio_features,5rYGvuWcuExxEpYXeUCWkP,spotify:track:5rYGvuWcuExxEpYXeUCWkP,https://api.spotify.com/v1/tracks/5rYGvuWcuExxEpYXeUCWkP,https://api.spotify.com/v1/audio-analysis/5rYGvuWcuExxEpYXeUCWkP,266483,4,yuni-ayunda,Jaga Slalu Hatimu
