"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","artist","track_name"
0.592,0.93,4,-4.202,0,0.0332,0.0134,0.0000922,0.147,0.704,155,audio_features,5PnRm6wzIPoQAb0YExYw3q,spotify:track:5PnRm6wzIPoQAb0YExYw3q,https://api.spotify.com/v1/tracks/5PnRm6wzIPoQAb0YExYw3q,https://api.spotify.com/v1/audio-analysis/5PnRm6wzIPoQAb0YExYw3q,274053,4,wiwik-sagita,Ujung Ujungnya Duit - Live
0.644,0.886,4,-2.43,0,0.0314,0.142,0,0.48,0.642,149.994,audio_features,2HEYihKHI9ikezkLrz8fSg,spotify:track:2HEYihKHI9ikezkLrz8fSg,https://api.spotify.com/v1/tracks/2HEYihKHI9ikezkLrz8fSg,https://api.spotify.com/v1/audio-analysis/2HEYihKHI9ikezkLrz8fSg,289600,4,wiwik-sagita,Papaku Selingkuh Lagi - Live
0.633,0.968,9,-1.73,0,0.0498,0.0256,0.0000473,0.376,0.762,77.013,audio_features,08RhsOA6SqGj9RiSEfZmkH,spotify:track:08RhsOA6SqGj9RiSEfZmkH,https://api.spotify.com/v1/tracks/08RhsOA6SqGj9RiSEfZmkH,https://api.spotify.com/v1/audio-analysis/08RhsOA6SqGj9RiSEfZmkH,330387,4,wiwik-sagita,Ojo Kesusu - Live
0.557,0.824,11,-3.265,0,0.0357,0.0304,0,0.206,0.761,160.018,audio_features,3rCmcR2sdHo5RCopBgpC61,spotify:track:3rCmcR2sdHo5RCopBgpC61,https://api.spotify.com/v1/tracks/3rCmcR2sdHo5RCopBgpC61,https://api.spotify.com/v1/audio-analysis/3rCmcR2sdHo5RCopBgpC61,371933,4,wiwik-sagita,Icip Icip - Live
0.479,0.876,11,-3.033,0,0.0383,0.373,0.0227,0.452,0.604,170.005,audio_features,0wLy8f8ps3b3j953YnZD1t,spotify:track:0wLy8f8ps3b3j953YnZD1t,https://api.spotify.com/v1/tracks/0wLy8f8ps3b3j953YnZD1t,https://api.spotify.com/v1/audio-analysis/0wLy8f8ps3b3j953YnZD1t,368467,4,wiwik-sagita,Gayung Tak Bersambut - Live
0.683,0.863,4,-1.179,0,0.0357,0.363,0,0.4,0.576,149.967,audio_features,3uI6H2K4QpZ4uTP8j0X478,spotify:track:3uI6H2K4QpZ4uTP8j0X478,https://api.spotify.com/v1/tracks/3uI6H2K4QpZ4uTP8j0X478,https://api.spotify.com/v1/audio-analysis/3uI6H2K4QpZ4uTP8j0X478,291200,4,wiwik-sagita,Papaku Selingkuh Lagi - Live
0.656,0.897,2,-2.591,0,0.0457,0.316,0.000153,0.0733,0.523,112.058,audio_features,37TjowkgSwECTNd3RHWzeV,spotify:track:37TjowkgSwECTNd3RHWzeV,https://api.spotify.com/v1/tracks/37TjowkgSwECTNd3RHWzeV,https://api.spotify.com/v1/audio-analysis/37TjowkgSwECTNd3RHWzeV,238496,4,wiwik-sagita,Takut Kehilangan - Live
0.573,0.811,11,-1.488,1,0.0659,0.241,0,0.0997,0.67,160.052,audio_features,2x4e3APw47BgrRuzURzaI9,spotify:track:2x4e3APw47BgrRuzURzaI9,https://api.spotify.com/v1/tracks/2x4e3APw47BgrRuzURzaI9,https://api.spotify.com/v1/audio-analysis/2x4e3APw47BgrRuzURzaI9,373433,4,wiwik-sagita,Icip Icip - Live
0.524,0.86,7,-1.672,0,0.0467,0.495,0.0000725,0.76,0.302,149.976,audio_features,6lJsdWZJHVt6zGWiCcB69h,spotify:track:6lJsdWZJHVt6zGWiCcB69h,https://api.spotify.com/v1/tracks/6lJsdWZJHVt6zGWiCcB69h,https://api.spotify.com/v1/audio-analysis/6lJsdWZJHVt6zGWiCcB69h,356800,4,wiwik-sagita,Terpaksa Mendua - Live
0.675,0.963,9,-1.225,0,0.0534,0.0623,0.0000574,0.368,0.769,77.046,audio_features,4ksaaSKuchWZhcAT8rLi3O,spotify:track:4ksaaSKuchWZhcAT8rLi3O,https://api.spotify.com/v1/tracks/4ksaaSKuchWZhcAT8rLi3O,https://api.spotify.com/v1/audio-analysis/4ksaaSKuchWZhcAT8rLi3O,330390,4,wiwik-sagita,Ojo Kesusu - Live
